GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022400269,644,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,15,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,202,192,1,0,20241123,SAS,GSW
Shot Chart Detail,0022400269,666,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,30,-127,274,1,1,20241123,SAS,GSW
Shot Chart Detail,0022400269,688,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,30,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,34,124,319,1,0,20241123,SAS,GSW
Shot Chart Detail,0022400284,52,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,49,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-167,216,1,1,20241125,GSW,BKN
Shot Chart Detail,0022400284,79,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-167,221,1,1,20241125,GSW,BKN
Shot Chart Detail,0022400284,98,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,24,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,168,214,1,1,20241125,GSW,BKN
Shot Chart Detail,0022400284,102,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,58,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,31,-212,232,1,0,20241125,GSW,BKN
Shot Chart Detail,0022400284,283,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,37,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,21,1,0,20241125,GSW,BKN
Shot Chart Detail,0022400284,341,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,15,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-229,86,1,0,20241125,GSW,BKN
Shot Chart Detail,0022400284,382,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-129,232,1,0,20241125,GSW,BKN
Shot Chart Detail,0022400284,395,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,26,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,32,141,297,1,1,20241125,GSW,BKN
Shot Chart Detail,0022400284,403,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,34,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,32,-109,303,1,1,20241125,GSW,BKN
Shot Chart Detail,0022400284,438,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,8,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,110,271,1,0,20241125,GSW,BKN
Shot Chart Detail,0022400284,612,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,163,223,1,1,20241125,GSW,BKN
Shot Chart Detail,0022400284,631,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,58,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,118,262,1,0,20241125,GSW,BKN
Shot Chart Detail,0022400284,651,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,26,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-152,204,1,1,20241125,GSW,BKN
Shot Chart Detail,0022400284,676,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,47,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,40,1,0,20241125,GSW,BKN
Shot Chart Detail,0022400284,697,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,58,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,23,22,234,1,0,20241125,GSW,BKN
Shot Chart Detail,0022400284,707,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,40,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-225,24,1,1,20241125,GSW,BKN
Shot Chart Detail,0022400284,713,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,24,Missed Shot,Driving Floating Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,55,265,1,0,20241125,GSW,BKN
Shot Chart Detail,0022400303,14,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,30,-83,293,1,0,20241130,PHX,GSW
Shot Chart Detail,0022400303,76,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,34,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,48,113,1,0,20241130,PHX,GSW
Shot Chart Detail,0022400303,249,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,44,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,15,269,1,0,20241130,PHX,GSW
Shot Chart Detail,0022400303,295,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,52,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,23,289,1,0,20241130,PHX,GSW
Shot Chart Detail,0022400303,326,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,37,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,53,139,1,0,20241130,PHX,GSW
Shot Chart Detail,0022400303,343,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,125,221,1,1,20241130,PHX,GSW
Shot Chart Detail,0022400303,366,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,5,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-16,199,1,0,20241130,PHX,GSW
Shot Chart Detail,0022400303,376,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,25,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,93,137,1,0,20241130,PHX,GSW
Shot Chart Detail,0022400303,382,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,180,200,1,1,20241130,PHX,GSW
Shot Chart Detail,0022400303,387,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,38,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-180,176,1,1,20241130,PHX,GSW
Shot Chart Detail,0022400303,395,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,44,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-70,16,1,0,20241130,PHX,GSW
Shot Chart Detail,0022400303,419,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,1,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,81,59,1,0,20241130,PHX,GSW
Shot Chart Detail,0022400303,439,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,46,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-87,150,1,1,20241130,PHX,GSW
Shot Chart Detail,0022400303,445,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,47,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,3,1,1,20241130,PHX,GSW
Shot Chart Detail,0022400303,584,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,35,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,237,32,1,0,20241130,PHX,GSW
Shot Chart Detail,0022400303,594,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-50,262,1,0,20241130,PHX,GSW
Shot Chart Detail,0022400303,597,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,42,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,11,1,1,20241130,PHX,GSW
Shot Chart Detail,0022400303,614,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,45,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,37,16,1,1,20241130,PHX,GSW
Shot Chart Detail,0022400303,630,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,11,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,19,1,1,20241130,PHX,GSW
Shot Chart Detail,0022400303,637,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,59,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-157,185,1,0,20241130,PHX,GSW
Shot Chart Detail,0022400303,653,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,40,185,360,1,0,20241130,PHX,GSW
Shot Chart Detail,0022400338,145,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,32,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,162,101,1,1,20241206,GSW,MIN
Shot Chart Detail,0022400338,159,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,5,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-42,264,1,0,20241206,GSW,MIN
Shot Chart Detail,0022400338,179,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,39,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-9,113,1,0,20241206,GSW,MIN
Shot Chart Detail,0022400338,184,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,20,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,199,194,1,0,20241206,GSW,MIN
Shot Chart Detail,0022400338,204,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-75,246,1,0,20241206,GSW,MIN
Shot Chart Detail,0022400338,277,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,45,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,34,15,1,0,20241206,GSW,MIN
Shot Chart Detail,0022400338,296,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,18,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,8,1,1,20241206,GSW,MIN
Shot Chart Detail,0022400338,361,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-131,267,1,0,20241206,GSW,MIN
Shot Chart Detail,0022400338,365,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,18,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-164,226,1,1,20241206,GSW,MIN
Shot Chart Detail,0022400338,506,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,14,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-48,27,1,0,20241206,GSW,MIN
Shot Chart Detail,0022400338,529,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,2,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,32,259,1,1,20241206,GSW,MIN
Shot Chart Detail,0022400338,547,201939,Stephen Curry,1610612744,Golden State Warriors,4,11,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,201,199,1,0,20241206,GSW,MIN
Shot Chart Detail,0022400338,552,201939,Stephen Curry,1610612744,Golden State Warriors,4,10,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,203,168,1,1,20241206,GSW,MIN
Shot Chart Detail,0022400338,578,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,37,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,26,25,1,0,20241206,GSW,MIN
Shot Chart Detail,0022400338,626,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,18,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-33,39,1,0,20241206,GSW,MIN
Shot Chart Detail,0022400338,645,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,17,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,89,172,1,1,20241206,GSW,MIN
Shot Chart Detail,0022400338,650,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,50,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,32,-6,320,1,0,20241206,GSW,MIN
Shot Chart Detail,0022400355,63,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,52,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-23,267,1,1,20241208,GSW,MIN
Shot Chart Detail,0022400355,135,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,2,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,199,211,1,0,20241208,GSW,MIN
Shot Chart Detail,0022400355,142,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,16,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,20,126,1,0,20241208,GSW,MIN
Shot Chart Detail,0022400355,153,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,41,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,13,289,1,0,20241208,GSW,MIN
Shot Chart Detail,0022400355,177,201939,Stephen Curry,1610612744,Golden State Warriors,2,11,8,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-32,5,1,1,20241208,GSW,MIN
Shot Chart Detail,0022400355,180,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-150,226,1,1,20241208,GSW,MIN
Shot Chart Detail,0022400355,192,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,1,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,151,246,1,1,20241208,GSW,MIN
Shot Chart Detail,0022400355,214,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,37,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-44,31,1,1,20241208,GSW,MIN
Shot Chart Detail,0022400355,221,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-119,227,1,0,20241208,GSW,MIN
Shot Chart Detail,0022400355,288,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,38,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-109,231,1,0,20241208,GSW,MIN
Shot Chart Detail,0022400355,326,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,53,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,201,184,1,1,20241208,GSW,MIN
Shot Chart Detail,0022400355,330,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-167,192,1,0,20241208,GSW,MIN
Shot Chart Detail,0022400355,365,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,54,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-70,4,1,1,20241208,GSW,MIN
Shot Chart Detail,0022400355,491,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,0,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,54,38,1,0,20241208,GSW,MIN
Shot Chart Detail,0022400355,503,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,1,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,38,-205,328,1,1,20241208,GSW,MIN
Shot Chart Detail,0022400355,517,201939,Stephen Curry,1610612744,Golden State Warriors,4,11,12,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-43,81,1,0,20241208,GSW,MIN
Shot Chart Detail,0022400355,610,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,22,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-108,84,1,0,20241208,GSW,MIN
Shot Chart Detail,0022400355,646,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,54,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-186,209,1,0,20241208,GSW,MIN
Shot Chart Detail,0022400366,37,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,21,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,-13,1,0,20241219,MEM,GSW
Shot Chart Detail,0022400366,54,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,19,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-123,220,1,0,20241219,MEM,GSW
Shot Chart Detail,0022400366,201,201939,Stephen Curry,1610612744,Golden State Warriors,2,11,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-146,203,1,0,20241219,MEM,GSW
Shot Chart Detail,0022400366,227,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,50,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-137,210,1,0,20241219,MEM,GSW
Shot Chart Detail,0022400366,383,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,1,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,16,1,0,20241219,MEM,GSW
Shot Chart Detail,0022400366,422,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,28,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,7,299,1,0,20241219,MEM,GSW
Shot Chart Detail,0022400366,442,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,48,251,1,0,20241219,MEM,GSW
Shot Chart Detail,0022400383,24,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,165,201,1,0,20241221,MIN,GSW
Shot Chart Detail,0022400383,112,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,148,224,1,0,20241221,MIN,GSW
Shot Chart Detail,0022400383,121,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-132,201,1,0,20241221,MIN,GSW
Shot Chart Detail,0022400383,135,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,8,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,65,264,1,1,20241221,MIN,GSW
Shot Chart Detail,0022400383,161,201939,Stephen Curry,1610612744,Golden State Warriors,2,11,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,87,248,1,0,20241221,MIN,GSW
Shot Chart Detail,0022400383,163,201939,Stephen Curry,1610612744,Golden State Warriors,2,11,26,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-165,32,1,1,20241221,MIN,GSW
Shot Chart Detail,0022400383,175,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,161,210,1,1,20241221,MIN,GSW
Shot Chart Detail,0022400383,178,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,219,114,1,0,20241221,MIN,GSW
Shot Chart Detail,0022400383,285,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,5,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,123,224,1,0,20241221,MIN,GSW
Shot Chart Detail,0022400383,329,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,13,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,222,104,1,1,20241221,MIN,GSW
Shot Chart Detail,0022400383,335,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,40,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-48,20,1,0,20241221,MIN,GSW
Shot Chart Detail,0022400383,377,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,51,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,174,183,1,0,20241221,MIN,GSW
Shot Chart Detail,0022400383,394,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,29,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,124,231,1,1,20241221,MIN,GSW
Shot Chart Detail,0022400383,471,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,0,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-66,162,1,1,20241221,MIN,GSW
Shot Chart Detail,0022400383,473,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,35,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,20,257,1,0,20241221,MIN,GSW
Shot Chart Detail,0022400383,477,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,21,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,15,1,1,20241221,MIN,GSW
Shot Chart Detail,0022400383,601,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,30,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-135,228,1,0,20241221,MIN,GSW
Shot Chart Detail,0022400383,642,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,38,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,60,249,1,1,20241221,MIN,GSW
Shot Chart Detail,0022400383,659,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,41,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,132,231,1,1,20241221,MIN,GSW
Shot Chart Detail,0022400383,661,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,9,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,2,254,1,1,20241221,MIN,GSW
Shot Chart Detail,0022400383,670,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,48,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,15,97,1,0,20241221,MIN,GSW
Shot Chart Detail,0022400403,179,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-40,258,1,0,20241223,GSW,IND
Shot Chart Detail,0022400403,280,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,12,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,121,98,1,0,20241223,GSW,IND
Shot Chart Detail,0022400403,311,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,148,266,1,0,20241223,GSW,IND
Shot Chart Detail,0022400403,321,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,2,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,30,147,262,1,0,20241223,GSW,IND
Shot Chart Detail,0022400403,439,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-120,231,1,0,20241223,GSW,IND
Shot Chart Detail,0022400403,478,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,41,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,151,212,1,1,20241223,GSW,IND
Shot Chart Detail,0022400403,481,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,17,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,31,-7,317,1,0,20241223,GSW,IND
Shot Chart Detail,0022400403,523,201939,Stephen Curry,1610612744,Golden State Warriors,4,9,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-192,206,1,1,20241223,GSW,IND
Shot Chart Detail,0022400403,534,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,49,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-52,190,1,0,20241223,GSW,IND
Shot Chart Detail,0022400403,548,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,0,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-138,137,1,0,20241223,GSW,IND
